PMID,Authors-Full,Authos-Full-Org,PublicationYear
32117925,"REHM, BERND H A","REHM, BERND H A",2019
32111839,"HAMMERLING, MICHAEL J","HAMMERLING, MICHAEL J",2019
32111839,"FRITZ, BRIAN R","FRITZ, BRIAN R",2019
32111839,"YOESEP, DANIELLE J","YOESEP, DANIELLE J",2019
32111839,"KIM, DO SOON","KIM, DO SOON",2019
32111839,"CARLSON, ERIK D","CARLSON, ERIK D",2019
32111839,"JEWETT, MICHAEL C","JEWETT, MICHAEL C",2019
32110897,"ARNONE, JAMES T","ARNONE, JAMES T",2020
32110728,"GAO, XIANG","GAO, XIANG",2019
32110728,"JIANG, YUANWEN","JIANG, YUANWEN",2019
32110728,"LIN, YILIANG","LIN, YILIANG",2019
32110728,"KIM, KYOUNG-HO","KIM, KYOUNG-HO",2019
32110728,"FANG, YIN","FANG, YIN",2019
32110728,"YI, JAESEOK","YI, JAESEOK",2019
32110728,"MENG, LINGYUAN","MENG, LINGYUAN",2019
32110728,"LEE, HOO-CHEOL","LEE, HOO-CHEOL",2019
32110728,"LU, ZHIYUE","LU, ZHIYUE",2019
32110728,"LEDDY, OWEN","LEDDY, OWEN",2019
32110728,"ZHANG, RUI","ZHANG, RUI",2019
32110728,"TU, QING","TU, QING",2019
32110728,"FENG, WEI","FENG, WEI",2019
32110728,"NAIR, VISHNU","NAIR, VISHNU",2019
32110728,"GRIFFIN, PHILIP J","GRIFFIN, PHILIP J",2019
32110728,"SHI, FENGYUAN","SHI, FENGYUAN",2019
32110728,"SHEKHAWAT, GAJENDRA S","SHEKHAWAT, GAJENDRA S",2019
32110728,"DINNER, AARON R","DINNER, AARON R",2019
32110728,"PARK, HONG-GYU","PARK, HONG-GYU",2019
32110728,"TIAN, BOZHI","TIAN, BOZHI",2019
32109718,"LANITIS, EVRIPIDIS","LANITIS, EVRIPIDIS",2019
32109718,"COUKOS, GEORGE","COUKOS, GEORGE",2019
32109718,"IRVING, MELITA","IRVING, MELITA",2019
32105657,"FORD, DIANNE","FORD, DIANNE",2020
32105404,"WANG, XUEJING","WANG, XUEJING",2019
32105404,"TIAN, LIANGFEI","TIAN, LIANGFEI",2019
32105404,"REN, YONGSHUO","REN, YONGSHUO",2019
32105404,"ZHAO, ZHONGYANG","ZHAO, ZHONGYANG",2019
32105404,"DU, HANG","DU, HANG",2019
32105404,"ZHANG, ZHIZHOU","ZHANG, ZHIZHOU",2019
32105404,"DRINKWATER, BRUCE W","DRINKWATER, BRUCE W",2019
32105404,"MANN, STEPHEN","MANN, STEPHEN",2019
32105404,"HAN, XIAOJUN","HAN, XIAOJUN",2019
32105403,"JIA, HAIYANG","JIA, HAIYANG",2019
32105403,"LITSCHEL, THOMAS","LITSCHEL, THOMAS",2019
32105403,"HEYMANN, MICHAEL","HEYMANN, MICHAEL",2019
32105403,"ETO, HIROMUNE","ETO, HIROMUNE",2019
32105403,"FRANQUELIM, HENRI G","FRANQUELIM, HENRI G",2019
32105403,"SCHWILLE, PETRA","SCHWILLE, PETRA",2019
32103426,"WANG, TIANWEN","WANG, TIANWEN",2020
32103426,"LIANG, CHEN","LIANG, CHEN",2020
32103426,"AN, YAFEI","AN, YAFEI",2020
32103426,"XIAO, SA","XIAO, SA",2020
32103426,"XU, HONGJV","XU, HONGJV",2020
32103426,"ZHENG, MENGYUAN","ZHENG, MENGYUAN",2020
32103426,"LIU, LU","LIU, LU",2020
32103426,"WANG, GAOZHAN","WANG, GAOZHAN",2020
32103426,"NIE, LEI","NIE, LEI",2020
32099803,"SHIH, MENG-LING","SHIH, MENG-LING",2019
32099803,"MORGAN, JOHN A","MORGAN, JOHN A",2019
32098911,"BANERJEE, SAURADIPTA","BANERJEE, SAURADIPTA",2020
32098873,"ZAMANIAN-DARYOUSH, MARYAM","ZAMANIAN-DARYOUSH, MARYAM",2019
32098873,"GOGONEA, VALENTIN","GOGONEA, VALENTIN",2019
32098873,"DIDONATO, ANTHONY J","DIDONATO, ANTHONY J",2019
32098873,"BUFFA, JENNIFER A","BUFFA, JENNIFER A",2019
32098873,"CHOUCAIR, IBRAHIM","CHOUCAIR, IBRAHIM",2019
32098873,"LEVISON, BRUCE S","LEVISON, BRUCE S",2019
32098873,"HUGHES, RANDALL A","HUGHES, RANDALL A",2019
32098873,"ELLINGTON, ANDREW D","ELLINGTON, ANDREW D",2019
32098873,"HUANG, YING","HUANG, YING",2019
32098873,"LI, XINMIN S","LI, XINMIN S",2019
32098873,"DIDONATO, JOSEPH A","DIDONATO, JOSEPH A",2019
32098873,"HAZEN, STANLEY L","HAZEN, STANLEY L",2019
32098845,"SCHNATZ, PETER J","SCHNATZ, PETER J",2020
32098845,"BRISENDINE, JOSEPH M","BRISENDINE, JOSEPH M",2020
32098845,"LAING, CRAIG C","LAING, CRAIG C",2020
32098845,"EVERSON, BERNARD H","EVERSON, BERNARD H",2020
32098845,"FRENCH, COOPER A","FRENCH, COOPER A",2020
32098845,"MOLINARO, PAUL M","MOLINARO, PAUL M",2020
32098845,"KODER, RONALD L","KODER, RONALD L",2020
32094921,"EISENSTEIN, MICHAEL","EISENSTEIN, MICHAEL",2020
32092279,"LEYDON, ALEXANDER R","LEYDON, ALEXANDER R",2020
32092279,"GALA, HARDIK P","GALA, HARDIK P",2020
32092279,"GUIZIOU, SARAH","GUIZIOU, SARAH",2020
32092279,"NEMHAUSER, JENNIFER L","NEMHAUSER, JENNIFER L",2020
32092011,"L ADONIAS, GEOFLLY","L ADONIAS, GEOFLLY",2020
32092011,"YASTREBOVA, ANASTASIA","YASTREBOVA, ANASTASIA",2020
32092011,"BARROS, MICHAEL TAYNNAN","BARROS, MICHAEL TAYNNAN",2020
32092011,"KOUCHERYAVY, YEVGENI","KOUCHERYAVY, YEVGENI",2020
32092011,"CLEARY, FRANCES","CLEARY, FRANCES",2020
32092011,"BALASUBRAMANIAM, SASITHARAN","BALASUBRAMANIAM, SASITHARAN",2020
32087574,"CHEN, RUIBING","CHEN, RUIBING",2019
32087574,"YANG, SHAN","YANG, SHAN",2019
32087574,"ZHANG, LEI","ZHANG, LEI",2019
32087574,"ZHOU, YONGJIN J","ZHOU, YONGJIN J",2019
32087050,"LU, XI-BIN","LU, XI-BIN",2019
32087050,"GUO, YU-HAN","GUO, YU-HAN",2019
32087050,"HUANG, WEI E","HUANG, WEI",2019
32085502,"NOVAK, BEN J","NOVAK, BEN J",2019
32085502,"FRASER, DEVAUGHN","FRASER, DEVAUGHN",2019
32085502,"MALONEY, THOMAS H","MALONEY, THOMAS H",2019
32083847,"GREGORIO, NICOLE E","GREGORIO, NICOLE E",2020
32083847,"KAO, WESLEY Y","KAO, WESLEY Y",2020
32083847,"WILLIAMS, LAYNE C","WILLIAMS, LAYNE C",2020
32083847,"HIGHT, CHRISTOPHER M","HIGHT, CHRISTOPHER M",2020
32083847,"PATEL, PRATISH","PATEL, PRATISH",2020
32083847,"WATTS, KATHARINE R","WATTS, KATHARINE R",2020
32083847,"OZA, JAVIN P","OZA, JAVIN P",2020
32083668,"BERNABE-ORTS, JOAN MIQUEL","BERNABÃƒÂ©-ORTS, JOAN MIQUEL",2019
32083668,"QUIJANO-RUBIO, ALFREDO","QUIJANO-RUBIO, ALFREDO",2019
32083668,"VAZQUEZ-VILAR, MARTA","VAZQUEZ-VILAR, MARTA",2019
32083668,"MANCHENO-BONILLO, JAVIER","MANCHEÃƒÂ±O-BONILLO, JAVIER",2019
32083668,"MOLES-CASAS, VICTOR","MOLES-CASAS, VICTOR",2019
32083668,"SELMA, SARA","SELMA, SARA",2019
32083668,"GIANOGLIO, SILVIA","GIANOGLIO, SILVIA",2019
32083668,"GRANELL, ANTONIO","GRANELL, ANTONIO",2019
32083668,"ORZAEZ, DIEGO","ORZAEZ, DIEGO",2019
32082344,"DAVIS, GEOFFRY A","DAVIS, GEOFFRY A",2019
32082344,"KRAMER, DAVID M","KRAMER, DAVID M",2019
32080963,"NG, I-SON","NG, I-SON",2019
32080963,"KESKIN, BATUHAN BIROL","KESKIN, BATUHAN BIROL",2019
32080963,"TAN, SHIH-I","TAN, SHIH-I",2019
32080196,"PENG, RUIZI","PENG, RUIZI",2019
32080196,"XU, LIUJUN","XU, LIUJUN",2019
32080196,"WANG, HUIJING","WANG, HUIJING",2019
32080196,"LYU, YIFAN","LYU, YIFAN",2019
32080196,"WANG, DAN","WANG, DAN",2019
32080196,"BI, CHENG","BI, CHENG",2019
32080196,"CUI, CHENG","CUI, CHENG",2019
32080196,"FAN, CHUNHAI","FAN, CHUNHAI",2019
32080196,"LIU, QIAOLING","LIU, QIAOLING",2019
32080196,"ZHANG, XIAOBING","ZHANG, XIAOBING",2019
32080196,"TAN, WEIHONG","TAN, WEIHONG",2019
32079394,"AN, TIANYUE","AN, TIANYUE",2020
32079394,"LI, LINSHENG","LI, LINSHENG",2020
32079394,"LIN, YING","LIN, YING",2020
32079394,"ZENG, FANQI","ZENG, FANQI",2020
32079394,"LIN, PENGCHENG","LIN, PENGCHENG",2020
32079394,"ZI, JIACHEN","ZI, JIACHEN",2020
32078772,"LI, XIAOBO","LI, XIAOBO",2020
32078772,"CHEN, JUN","CHEN, JUN",2020
32078772,"ANDERSEN, JOAKIM M","ANDERSEN, JOAKIM M",2020
32078772,"CHU, JU","CHU, JU",2020
32078772,"JENSEN, PETER RUHDAL","JENSEN, PETER R",2020
32078771,"SUN, HUIHUA","SUN, HUIHUA",2020
32078771,"ZHAO, HUIMIN","ZHAO, HUIMIN",2020
32078771,"ANG, EE LUI","ANG, EE LUI",2020
32078768,"TELLECHEA-LUZARDO, JONATHAN","TELLECHEA-LUZARDO, JONATHAN",2020
32078768,"WINTERHALTER, CHARLES","WINTERHALTER, CHARLES",2020
32078768,"WIDERA, PAWEÃ…â€š","WIDERA, PAWEÃ…â€š",2020
32078768,"KOZYRA, JERZY","KOZYRA, JERZY",2020
32078768,"DE LORENZO, VICTOR","DE LORENZO, VÃƒÂ­CTOR",2020
32078768,"KRASNOGOR, NATALIO","KRASNOGOR, NATALIO",2020
32078765,"SILVERMAN, ADAM D","SILVERMAN, ADAM D",2020
32078765,"AKOVA, UMUT","AKOVA, UMUT",2020
32078765,"ALAM, KHALID K","ALAM, KHALID K",2020
32078765,"JEWETT, MICHAEL C","JEWETT, MICHAEL C",2020
32078765,"LUCKS, JULIUS B","LUCKS, JULIUS B",2020
32078418,"RADOVANOVIO NENADIO, UNA","RADOVANOVIÃ„â€¡ NENADIÃ„â€¡, UNA",2020
32078418,"TEODOROVIO, SMILJA","TEODOROVIÃ„â€¡, SMILJA",2020
32078238,"STAUFER, OSKAR","STAUFER, OSKAR",2019
32078238,"SCHROETER, MARTIN","SCHRÃƒÂ¶TER, MARTIN",2019
32078238,"PLATZMAN, ILIA","PLATZMAN, ILIA",2019
32078238,"SPATZ, JOACHIM P","SPATZ, JOACHIM P",2019
32078019,"MOOSMANN, DAVID","MOOSMANN, DAVID",2019
32078019,"MOKEEV, VLADISLAV","MOKEEV, VLADISLAV",2019
32078019,"KULIK, ANDREAS","KULIK, ANDREAS",2019
32078019,"OSIPENKOV, NATALIE","OSIPENKOV, NATALIE",2019
32078019,"KOCADINC, SUSANN","KOCADINC, SUSANN",2019
32078019,"ORT-WINKLBAUER, REGINA","ORT-WINKLBAUER, REGINA",2019
32078019,"HANDEL, FRANZISKA","HANDEL, FRANZISKA",2019
32078019,"HENNRICH, OLIVER","HENNRICH, OLIVER",2019
32078019,"YOUN, JUNG-WON","YOUN, JUNG-WON",2019
32078019,"SPRENGER, GEORG A","SPRENGER, GEORG A",2019
32078019,"MAST, YVONNE","MAST, YVONNE",2019
32077472,"CLARKE, LIONEL","CLARKE, LIONEL",2019
32077472,"KITNEY, RICHARD IAN","KITNEY, RICHARD",2019
32075446,"NADRA, ALEJANDRO D","NADRA, ALEJANDRO D",2020
32075446,"RODRIGUEZ, PABLO E","RODRÃƒÂ­GUEZ, PABLO E",2020
32075446,"GRUNBERG, RAIK","GRUNBERG, RAIK",2020
32075446,"OLALDE, LAURA G","OLALDE, LAURA G",2020
32075446,"SANCHEZ, IGNACIO E","SÃƒÂ¡NCHEZ, IGNACIO E",2020
32075263,"HWANG, JANGSUN","HWANG, JANGSUN",2020
32075263,"CHOI, YONGHYUN","CHOI, YONGHYUN",2020
32075263,"LEE, KYUNGWOO","LEE, KYUNGWOO",2020
32075263,"KRISHNAN, VIJAI","KRISHNAN, VIJAI",2020
32075263,"PELLED, GALIT","PELLED, GALIT",2020
32075263,"GILAD, ASSAF A","GILAD, ASSAF A",2020
32075263,"CHOI, JONGHOON","CHOI, JONGHOON",2020
32072926,"TAMBORINI, MARCO","TAMBORINI, MARCO",2018
32072864,"DITLEVSEN, KIA","DITLEVSEN, KIA",2020
32072864,"GLERUP, CECILIE","GLERUP, CECILIE",2020
32072864,"SANDUEE, PETER","SANDÃƒÂ¸E, PETER",2020
32072864,"LASSEN, JESPER","LASSEN, JESPER",2020
32070349,"LIU, RUI","LIU, RUI",2019
32070349,"LIU, LANQING","LIU, LANQING",2019
32070349,"LI, XIA","LI, XIA",2019
32070349,"LIU, DUO","LIU, DUO",2019
32070349,"YUAN, YINGJIN","YUAN, YINGJIN",2019
32069395,"KAMP, AXEL VON","KAMP, AXEL VON",2020
32069395,"KLAMT, STEFFEN","KLAMT, STEFFEN",2020
32068251,"MARKL, JULIA S","MARKL, JULIA S",2019
32068251,"MULLER, WERNER E G","MÃƒÂ¼LLER, WERNER E G",2019
32068251,"SERENO, DAYANE","SERENO, DAYANE",2019
32068251,"ELKHOOLY, TAREK A","ELKHOOLY, TAREK A",2019
32068251,"KOKKINOPOULOU, MARIA","KOKKINOPOULOU, MARIA",2019
32068251,"GARDERES, JOHAN","GARDÃƒÂ¨RES, JOHAN",2019
32068251,"DEPOIX, FRANK","DEPOIX, FRANK",2019
32068251,"WIENS, MATTHIAS","WIENS, MATTHIAS",2019
32060550,"ZHU, XIN-GUANG","ZHU, XIN-GUANG",2019
32060550,"ORT, DONALD R","ORT, DONALD R",2019
32060550,"PARRY, MARTIN A J","PARRY, MARTIN A J",2019
32060550,"VON CAEMMERER, SUSANNE","VON CAEMMERER, SUSANNE",2019
32060284,"STEINKUHLER, JAN","STEINKÃƒÂ¼HLER, JAN",2019
32060284,"KNORR, ROLAND L","KNORR, ROLAND L",2019
32060284,"ZHAO, ZILIANG","ZHAO, ZILIANG",2019
32060284,"BHATIA, TRIPTA","BHATIA, TRIPTA",2019
32060284,"BARTELT, SOLVEIG M","BARTELT, SOLVEIG M",2019
32060284,"WEGNER, SERAPHINE V","WEGNER, SERAPHINE",2019
32060284,"DIMOVA, RUMIANA","DIMOVA, RUMIANA",2019
32060284,"LIPOWSKY, REINHARD","LIPOWSKY, REINHARD",2019
32060271,"LIBICHER, KAI","LIBICHER, K",2019
32060271,"HORNBERGER, R","HORNBERGER, R",2019
32060271,"HEYMANN, M","HEYMANN, M",2019
32060271,"MUTSCHLER, HANNES","MUTSCHLER, H",2019
32060024,"YANG, MENGDI","YANG, MENGDI",2019
32060024,"ZHU, GE","ZHU, GE",2019
32060024,"KORZA, GEORGE","KORZA, GEORGE",2019
32060024,"SUN, XIN","SUN, XIN",2019
32060024,"SETLOW, PETER","SETLOW, PETER",2019
32060024,"LI, JIAHE","LI, JIAHE",2019
32058806,"LO, SHIH-CHIANG","LO, SHIH-CHIANG",2020
32058806,"YOU, CHAO-XUAN","YOU, CHAO-XUAN",2020
32058806,"SHU, CHE-CHI","SHU, CHE-CHI",2020
32058036,"RANGANATHAN, POORNIMA RAMANI","RANGANATHAN, POORNIMA RAMANI",2019
32058036,"NAWADA, NIVEDITHA","NAWADA, NIVEDITHA",2019
32058036,"NARAYANAN, ANANTH KRISHNA","NARAYANAN, ANANTH KRISHNA",2019
32058036,"RAO, D K VENKATA","RAO, D K VENKATA",2019
32055785,"ZARGAR, AMIN","ZARGAR, AMIN",2019
32055785,"CHANG, SAMANTHA","CHANG, SAMANTHA",2019
32055785,"KOTHARI, ANKITA","KOTHARI, ANKITA",2019
32055785,"SNIJDERS, ANTOINE M","SNIJDERS, ANTOINE M",2019
32055785,"MAO, JIAN-HUA","MAO, JIAN-HUA",2019
32055785,"WANG, JESSICA","WANG, JESSICA",2019
32055785,"HERNANDEZ, AMANDA C","HERNÃƒÂ¡NDEZ, AMANDA C",2019
32055785,"KEASLING, JAY D","KEASLING, JAY D",2019
32055785,"BIVONA, TREVER G","BIVONA, TREVER G",2019
32055320,"WANG, XUEJING","WANG, XUEJING",2019
32055320,"TIAN, LIANGFEI","TIAN, LIANGFEI",2019
32055320,"DU, HANG","DU, HANG",2019
32055320,"LI, MEI","LI, MEI",2019
32055320,"MU, WEI","MU, WEI",2019
32055320,"DRINKWATER, BRUCE W","DRINKWATER, BRUCE W",2019
32055320,"HAN, XIAOJUN","HAN, XIAOJUN",2019
32055320,"MANN, STEPHEN","MANN, STEPHEN",2019
32054834,"GOWERS, G-O F","GOWERS, G-O F",2019
32054834,"CHEE, SOO MEI","CHEE, S M",2019
32054834,"BELL, D","BELL, D",2019
32054834,"SUCKLING, LORNA","SUCKLING, L",2019
32054834,"KERN, M","KERN, M",2019
32054834,"TEW, D","TEW, D",2019
32054834,"MCCLYMONT, DAVID W","MCCLYMONT, D W",2019
32054834,"ELLIS, TOM","ELLIS, T",2019
32053746,"JUODEIKIS, ROKAS","JUODEIKIS, ROKAS",2019
32053746,"LEE, MATTHEW J","LEE, MATTHEW J",2019
32053746,"MAYER, MATTHIAS","MAYER, MATTHIAS",2019
32053746,"MANTELL, JUDITH","MANTELL, JUDITH",2019
32053746,"BROWN, IAN R","BROWN, IAN R",2019
32053746,"VERKADE, PAUL","VERKADE, PAUL",2019
32053746,"WOOLFSON, DEREK N","WOOLFSON, DEREK N",2019
32053746,"PRENTICE, MICHAEL B","PRENTICE, MICHAEL B",2019
32053746,"FRANK, STEFANIE","FRANK, STEFANIE",2019
32053746,"WARREN, MARTIN J","WARREN, MARTIN J",2019
32053197,"OREB, MISLAV","OREB, MISLAV",2019
32052978,"MOU, SHU-BIN","MOU, SHU-BIN",2020
32052978,"XIAO, WEN","XIAO, WEN",2020
32052978,"WANG, HUA-QI","WANG, HUA-QI",2020
32052978,"WANG, SU-JING","WANG, SU-JING",2020
32052978,"XIANG, ZHENG","XIANG, ZHENG",2020
32052019,"GRAU, FLORIAN C","GRAU, FLORIAN C",2019
32052019,"JAEGER, JEANNINE","JAEGER, JEANNINE",2019
32052019,"GROHER, FLORIAN","GROHER, FLORIAN",2019
32052019,"SUESS, BEATRIX","SUESS, BEATRIX",2019
32052019,"MULLER, YVES A","MULLER, YVES A",2019
32051224,"GURBATRI, CANDICE R","GURBATRI, CANDICE R",2019
32051224,"LIA, IOANA","LIA, IOANA",2019
32051224,"VINCENT, ROSA","VINCENT, ROSA",2019
32051224,"COKER, COURTNEY","COKER, COURTNEY",2019
32051224,"CASTRO, SAMUEL","CASTRO, SAMUEL",2019
32051224,"TREUTING, PIPER M","TREUTING, PIPER M",2019
32051224,"HINCHLIFFE, TAYLOR E","HINCHLIFFE, TAYLOR E",2019
32051224,"ARPAIA, NICHOLAS","ARPAIA, NICHOLAS",2019
32051224,"DANINO, TAL","DANINO, TAL",2019
32050455,"CONDE-PUEYO, NURIA","CONDE-PUEYO, NURIA",2019
32050455,"VIDIELLA, BLAI","VIDIELLA, BLAI",2019
32050455,"SARDANYES, JOSEP","SARDANYÃƒÂ©S, JOSEP",2019
32050455,"BERDUGO, MIGUEL","BERDUGO, MIGUEL",2019
32050455,"MAESTRE, FERNANDO T","MAESTRE, FERNANDO T",2019
32050455,"DE LORENZO, VICTOR","DE LORENZO, VICTOR",2019
32050455,"SOLE, RICARD V","SOLÃƒÂ©, RICARD",2019
32050043,"FENG, KE-NA","FENG, KE-NA",2020
32050043,"YANG, YAN-LONG","YANG, YAN-LONG",2020
32050043,"XU, YU-XING","XU, YU-XING",2020
32050043,"ZHANG, YUE","ZHANG, YUE",2020
32050043,"FENG, TAO","FENG, TAO",2020
32050043,"HUANG, SHENG-XIONG","HUANG, SHENG-XIONG",2020
32050043,"LIU, JI-KAI","LIU, JI-KAI",2020
32050043,"ZENG, YING","ZENG, YING",2020
32049403,"CINTAS, PEDRO","CINTAS, PEDRO",2019
32048953,"ZHANG, CONGQIANG","ZHANG, CONGQIANG",2018
32048953,"TOO, HENG-PHON","TOO, HENG-PHON",2018
32047743,"ZHANG, SHANGJIE","ZHANG, SHANGJIE",2019
32047743,"GUO, FENG","GUO, FENG",2019
32047743,"YAN, WEI","YAN, WEI",2019
32047743,"DAI, ZHONGXUE","DAI, ZHONGXUE",2019
32047743,"DONG, WEILIANG","DONG, WEILIANG",2019
32047743,"ZHOU, JIE","ZHOU, JIE",2019
32047743,"ZHANG, WENMING","ZHANG, WENMING",2019
32047743,"XIN, FENGXUE","XIN, FENGXUE",2019
32047743,"JIANG, MIN","JIANG, MIN",2019
32047173,"DASH, ASHUTOSH","DASH, ASHUTOSH",2019
32047173,"GURDASWANI, VARTIKA","GURDASWANI, VARTIKA",2019
32047173,"D'SOUZA, JACINTA S","D'SOUZA, JACINTA S",2019
32047173,"GHAG, SIDDHESH B","GHAG, SIDDHESH B",2019
32047145,"REES-GARBUTT, JOSHUA","REES-GARBUTT, JOSHUA",2019
32047145,"CHALKLEY, OLIVER","CHALKLEY, OLIVER",2019
32047145,"LANDON, SOPHIE","LANDON, SOPHIE",2019
32047145,"PURCELL, OLIVER","PURCELL, OLIVER",2019
32047145,"MARUCCI, LUCIA","MARUCCI, LUCIA",2019
32047145,"GRIERSON, CLAIRE S","GRIERSON, CLAIRE",2019
32046848,"SCOTT, LOUIS H","SCOTT, LOUIS H",2020
32046848,"MATHEWS, JAMES C","MATHEWS, JAMES C",2020
32046848,"FILIPOVSKA, ALEKSANDRA","FILIPOVSKA, ALEKSANDRA",2020
32046848,"RACKHAM, OLIVER","RACKHAM, OLIVER",2020
32046843,"CHANG, HUNG-JU","CHANG, HUNG-JU",2020
32046843,"BONNET, JEROME","BONNET, JEROME",2020
32045692,"ZHOU, YANQING","ZHOU, YANQING",2019
32045692,"ZHU, JIALIN","ZHU, JIALIN",2019
32045692,"SHAO, LUYING","SHAO, LUYING",2019
32045692,"GUO, MENGMENG","GUO, MENGMENG",2019
32045111,"BATIANIS, CHRISTOS","BATIANIS, CHRISTOS",2019
32045111,"KOZAEVA, EKATERINA","KOZAEVA, EKATERINA",2019
32045111,"DAMALAS, STAMATIOS G","DAMALAS, STAMATIOS G",2019
32045111,"MARTIN-PASCUAL, MARIA","MARTÃƒÂ­N-PASCUAL, MARÃƒÂ­A",2019
32045111,"VOLKE, DANIEL C","VOLKE, DANIEL C",2019
32045111,"NIKEL, PABLO I","NIKEL, PABLO I",2019
32045111,"MARTINS DOS SANTOS, VITOR A P","MARTINS DOS SANTOS, VITOR A P",2019
32043291,"A DIXON, THOM","A DIXON, THOM",2020
32043291,"C CURACH, NATALIE","C CURACH, NATALIE",2020
32043291,"PRETORIUS, ISAK S","PRETORIUS, ISAK S",2020
32042198,"KIM, SEOHYOUNG","KIM, SEOHYOUNG",2019
32042198,"LINDNER, STEFFEN N","LINDNER, STEFFEN N",2019
32042198,"ASLAN, SELCUK","ASLAN, SELÃƒÂ§UK",2019
32042198,"YISHAI, OREN","YISHAI, OREN",2019
32042198,"WENK, SEBASTIAN","WENK, SEBASTIAN",2019
32042198,"SCHANN, KARIN","SCHANN, KARIN",2019
32042198,"BAR-EVEN, ARREN","BAR-EVEN, ARREN",2019
32040906,"DINH, CHRISTINA V","DINH, CHRISTINA V",2020
32040906,"CHEN, XINGYU","CHEN, XINGYU",2020
32040906,"PRATHER, KRISTALA L J","PRATHER, KRISTALA L J",2020
32039339,"STINES-CHAUMEIL, CLAIRE","STINES-CHAUMEIL, CLAIRE",2019
32039339,"MAVRE, FRANCOIS","MAVRÃƒÂ©, FRANÃƒÂ§OIS",2019
32039339,"KAUFFMANN, BRICE","KAUFFMANN, BRICE",2019
32039339,"MANO, NICOLAS","MANO, NICOLAS",2019
32039339,"LIMOGES, BENOÃƒÂ®T","LIMOGES, BENOÃƒÂ®T",2019
32039184,"PARK, YOUNG-KYOUNG","PARK, YOUNG-KYOUNG",2019
32039184,"LEDESMA-AMARO, RODRIGO","LEDESMA-AMARO, RODRIGO",2019
32039184,"NICAUD, JEAN-MARC","NICAUD, JEAN-MARC",2019
32039175,"NEVES, DARIO","NEVES, DÃƒÂ¡RIO",2019
32039175,"VOS, STEFAN","VOS, STEFAN",2019
32039175,"BLANK, LARS M","BLANK, LARS M",2019
32039175,"EBERT, BIRGITTA E","EBERT, BIRGITTA E",2019
32035339,"KIM, JONGMIN","KIM, JONGMIN",2019
32035339,"FRANCO, ELISA","FRANCO, ELISA",2019
32034937,"PENG, YUAN","PENG, YUAN",2019
32034937,"HAN, XIAO","HAN, XIAO",2019
32034937,"XU, PING","XU, PING",2019
32034937,"TAO, FEI","TAO, FEI",2019
32034883,"ZHANG, JINHUA","ZHANG, JINHUA",2019
32034883,"ZHAO, YANSHU","ZHAO, YANSHU",2019
32034883,"CAO, YINGXIU","CAO, YINGXIU",2019
32034883,"YU, ZHENPENG","YU, ZHENPENG",2019
32034883,"WANG, GUOPING","WANG, GUOPING",2019
32034883,"LI, YIQUN","LI, YIQUN",2019
32034883,"YE, XIAOQIONG","YE, XIAOQIONG",2019
32034883,"LI, CONGFA","LI, CONGFA",2019
32034883,"LIN, XUE","LIN, XUE",2019
32034883,"SONG, HAO","SONG, HAO",2019
32034863,"GE, CHANG","GE, CHANG",2019
32034863,"SHENG, HUAKANG","SHENG, HUAKANG",2019
32034863,"CHEN, XIN","CHEN, XIN",2019
32034863,"SHEN, XIAOLIN","SHEN, XIAOLIN",2019
32034863,"SUN, XINXIAO","SUN, XINXIAO",2019
32034863,"YAN, YAJUN","YAN, YAJUN",2019
32034863,"WANG, JIA","WANG, JIA",2019
32034863,"YUAN, QIPENG","YUAN, QIPENG",2019
32032487,"FABRIS, MICHELE","FABRIS, MICHELE",2020
32032487,"GEORGE, JESTIN","GEORGE, JESTIN",2020
32032487,"KUZHIUMPARAMBIL, UNNIKRISHNAN","KUZHIUMPARAMBIL, UNNIKRISHNAN",2020
32032487,"LAWSON, CAITLIN A","LAWSON, CAITLIN A",2020
32032487,"JARAMILLO-MADRID, ANA CRISTINA","JARAMILLO-MADRID, ANA CRISTINA",2020
32032487,"ABBRIANO, RAFFAELA M","ABBRIANO, RAFFAELA M",2020
32032487,"VICKERS, CLAUDIA E","VICKERS, CLAUDIA E",2020
32032487,"RALPH, PETER J","RALPH, PETER",2020
32029285,"XU, XIANHAO","XU, XIANHAO",2019
32029285,"LIU, YANFENG","LIU, YANFENG",2019
32029285,"DU, GUOCHENG","DU, GUOCHENG",2019
32029285,"LEDESMA-AMARO, RODRIGO","LEDESMA-AMARO, RODRIGO",2019
32029285,"LIU, LONG","LIU, LONG",2019
32028587,"CUI, YANHUA","CUI, YANHUA",2019
32028587,"MIAO, KAI","MIAO, KAI",2019
32028587,"NIYAPHORN, SIRIPITAKYOTIN","NIYAPHORN, SIRIPITAKYOTIN",2019
32028587,"QU, XIAOJUN","QU, XIAOJUN",2019
32027839,"KEMPTON, HANNAH R","KEMPTON, HANNAH R",2019
32027839,"GOUDY, LAINE E","GOUDY, LAINE E",2019
32027839,"LOVE, KASEY S","LOVE, KASEY S",2019
32027839,"QI, LEI S","QI, LEI S",2019
32024835,"STROBEL, BENJAMIN","STROBEL, BENJAMIN",2019
32024835,"SPOERING, MAIKE","SPÃƒÂ¶RING, MAIKE",2019
32024835,"KLEIN, HOLGER","KLEIN, HOLGER",2019
32024835,"BLAZEVIC, DRAGICA","BLAZEVIC, DRAGICA",2019
