Unique ID,Document Type,Publication Year, Total Times Cited
WOS:000399925505011,Proceedings Paper,2016,1
WOS:000399949000006,Article,2017,8
WOS:000399973300013,Article; Proceedings Paper,2017,4
WOS:000400013902113,Proceedings Paper,2016,0
WOS:000400038700015,Article,2017,0
WOS:000400048107124,Proceedings Paper,2016,4
WOS:000400065000159,Article,2017,12
WOS:000400211700010,Article,2017,16
WOS:000400211700053,Article,2017,25
WOS:000400227300065,Article,2017,12
WOS:000400282201066,Proceedings Paper,2016,1
WOS:000400282201130,Proceedings Paper,2016,0
WOS:000400282201131,Proceedings Paper,2016,1
WOS:000400282201132,Proceedings Paper,2016,0
WOS:000400282201157,Proceedings Paper,2016,0
WOS:000400282202002,Proceedings Paper,2016,0
WOS:000400282202007,Proceedings Paper,2016,1
WOS:000400282202012,Proceedings Paper,2016,0
WOS:000400282202143,Proceedings Paper,2016,0
WOS:000400282202166,Proceedings Paper,2016,0
WOS:000400282206089,Proceedings Paper,2016,0
WOS:000400282206092,Proceedings Paper,2016,0
WOS:000400282206106,Proceedings Paper,2016,0
WOS:000400282206117,Proceedings Paper,2016,2
WOS:000400282206121,Proceedings Paper,2016,2
WOS:000400282206124,Proceedings Paper,2016,3
WOS:000400282206130,Proceedings Paper,2016,2
WOS:000400282206132,Proceedings Paper,2016,2
WOS:000400282206137,Proceedings Paper,2016,0
WOS:000400282206144,Proceedings Paper,2016,1
WOS:000400284500009,Article,2017,6
WOS:000400284500010,Article,2017,3
WOS:000400284500019,Article,2017,7
WOS:000400284500022,Article,2017,17
WOS:000400284700034,Article,2017,3
WOS:000400337400001,Article,2017,3
WOS:000400360100001,Article,2017,2
WOS:000400384100038,Article,2017,10
WOS:000400436100001,Article,2017,2
WOS:000400459400008,Article,2017,1
WOS:000400487600001,Article,2017,24
WOS:000400488302008,Proceedings Paper,2016,0
WOS:000400496000001,Article,2017,23
WOS:000400502200001,Article,2017,0
WOS:000400533300018,Article,2017,1
WOS:000400539800005,Proceedings Paper,2017,0
WOS:000400539800029,Proceedings Paper,2017,0
WOS:000400539800031,Proceedings Paper,2017,0
WOS:000400659000002,Article,2017,16
WOS:000400692700001,Article,2017,1
WOS:000400692800001,Article,2017,0
WOS:000400729900003,Article,2017,6
WOS:000400729900012,Article,2017,7
WOS:000400766400016,Article,2017,1
WOS:000400864300011,Article,2017,4
WOS:000400923500004,Article,2017,2
WOS:000400984100001,Article,2017,3
WOS:000401024400019,Article; Book Chapter,2017,1
WOS:000401042900018,Article,2017,6
WOS:000401138900018,Article,2017,16
WOS:000401138900029,Article,2017,14
WOS:000401147000001,Article,2017,0
WOS:000401151900001,Article,2017,1
WOS:000401200700001,Article,2017,5
WOS:000401208500027,Article,2017,0
WOS:000401228600002,Article,2017,8
WOS:000401340800057,Article,2017,8
WOS:000401340800058,Article,2017,7
WOS:000401385200003,Review,2017,26
WOS:000401428500035,Article; Book Chapter,2016,0
WOS:000401437200009,Article,2017,4
WOS:000401437200011,Article,2017,0
WOS:000401437200013,Article,2017,20
WOS:000401472700021,Article,2017,43
WOS:000401569400028,Article,2017,6
WOS:000401676700013,Article,2017,11
WOS:000401676700015,Article,2017,5
WOS:000401676700030,Article,2017,27
WOS:000401676700038,Article,2017,2
WOS:000401676700040,Article,2017,13
WOS:000401679000001,Article,2017,7
WOS:000401697700118,Proceedings Paper,2016,2
WOS:000401697700125,Proceedings Paper,2016,0
WOS:000401697700233,Proceedings Paper,2016,0
WOS:000401697700245,Proceedings Paper,2016,0
WOS:000401756700001,Article,2017,0
WOS:000401770400001,Article,2017,2
WOS:000401778900027,Article,2017,4
WOS:000401858000001,Article,2017,0
WOS:000401980800002,Article,2017,3
WOS:000401980800003,Article,2017,13
WOS:000402063800001,Article,2017,7
WOS:000402181200002,Article,2017,6
WOS:000402399500017,Article,2017,4
WOS:000402522200001,Article; Proceedings Paper,2017,13
WOS:000402522200011,Article,2017,15
WOS:000402522200018,Article,2017,5
WOS:000402584900062,Article,2017,10
WOS:000402627800001,Article,2017,1
WOS:000402652700003,Article,2017,0
WOS:000402690800011,Article,2017,6
WOS:000402757400009,Article,2017,11
WOS:000402757400022,Article,2017,6
WOS:000402801900020,Article,2017,0
WOS:000402875700012,Article,2017,4
WOS:000402886700001,Article,2017,10
WOS:000403074000020,Article,2017,5
WOS:000403088000007,Article,2017,0
WOS:000403088200015,Article,2017,11
WOS:000403119700005,Article,2017,8
WOS:000403119700007,Article,2017,5
WOS:000403119700012,Article,2017,14
WOS:000403119700019,Article,2017,9
WOS:000403119700029,Article,2017,11
WOS:000403121400003,Article,2017,2
WOS:000403151200001,Article,2017,1
WOS:000403216900001,Article,2017,48
WOS:000403301400109,Proceedings Paper,2016,0
WOS:000403483200096,Proceedings Paper,2016,0
WOS:000403483200157,Proceedings Paper,2016,2
WOS:000403483200158,Proceedings Paper,2016,3
WOS:000403511700013,Article,2017,6
WOS:000403599100031,Proceedings Paper,2016,0
WOS:000403727100002,Article,2017,10
WOS:000403855200042,Article,2017,9
WOS:000403861100018,Article,2017,6
WOS:000403888600002,Article,2017,4
WOS:000404078900001,Article,2017,2
WOS:000404092900030,Article,2017,11
WOS:000404092900100,Article,2017,6
WOS:000404207300008,Article,2017,6
WOS:000404245200012,Article,2017,13
WOS:000404284500001,Article,2017,3
WOS:000404314500004,Article,2017,3
WOS:000404317700002,Article,2017,4
WOS:000404317700010,Article,2017,21
WOS:000404567300012,Article,2017,4
WOS:000404578500009,Article,2017,1
WOS:000404683800003,Article,2017,0
WOS:000404683800010,Article,2017,0
WOS:000404683800014,Article,2017,0
WOS:000404683800015,Article,2017,0
WOS:000404683800016,Article,2017,0
WOS:000404683800024,Article,2017,0
WOS:000404683800028,Article,2017,0
WOS:000404683800065,Article,2017,0
WOS:000404699800001,Review,2017,2
WOS:000404735800007,Article,2017,4
WOS:000404735800008,Article,2017,0
WOS:000404756600028,Article,2017,12
WOS:000404893600019,Article,2017,7
WOS:000404893600021,Article,2017,0
WOS:000404972400014,Article,2017,3
WOS:000405042000018,Article,2017,2
WOS:000405042000038,Article,2017,9
WOS:000405053600038,Article,2017,38
WOS:000405053600039,Article,2017,19
WOS:000405053600040,Article,2017,10
WOS:000405053600043,Article,2017,18
WOS:000405137300012,Article,2017,4
WOS:000405172300031,Article,2017,22
WOS:000405199503073,Proceedings Paper,2017,0
WOS:000405199503077,Proceedings Paper,2017,1
WOS:000405298200001,Proceedings Paper,2017,2
WOS:000405298200004,Proceedings Paper,2017,1
WOS:000405349600069,Article,2017,8
WOS:000405359000008,Article,2017,0
WOS:000405436900001,Article,2017,0
WOS:000405487600001,Article,2017,1
WOS:000405487600002,Article; Proceedings Paper,2017,1
WOS:000405487600004,Article; Proceedings Paper,2017,12
WOS:000405487600006,Article,2017,2
WOS:000405487600016,Article,2017,7
WOS:000405487900001,Article,2017,4
WOS:000405487900002,Article,2017,0
WOS:000405487900005,Article,2017,1
WOS:000405487900016,Article,2017,4
WOS:000405512400053,Proceedings Paper,2016,0
WOS:000405695000015,Article,2017,0
WOS:000405724600021,Proceedings Paper,2016,2
WOS:000405724600208,Proceedings Paper,2016,0
WOS:000405829500006,Article,2017,2
WOS:000405924800052,Article,2017,1
WOS:000405974900045,Article,2017,8
WOS:000406023600040,Proceedings Paper,2016,0
WOS:000406023600059,Proceedings Paper,2016,0
WOS:000406023600133,Proceedings Paper,2016,0
WOS:000406106900001,Article,2017,0
WOS:000406128800047,Article,2017,8
WOS:000406141800008,Article,2017,9
WOS:000406235700035,Proceedings Paper,2016,1
WOS:000406240300002,Article,2017,6
WOS:000406241400005,Article,2017,2
WOS:000406241400007,Article,2017,2
WOS:000406241400010,Article,2017,5
WOS:000406241400014,Article,2017,5
WOS:000406241400015,Article,2017,0
WOS:000406356600020,Article,2017,10
WOS:000406465000007,Article,2017,28
WOS:000406604700004,Article,2017,12
WOS:000406611700005,Editorial Material,2017,7
WOS:000406638300002,Article,2017,0
WOS:000406705800072,Proceedings Paper,2017,0
WOS:000406731300077,Article,2017,0
WOS:000406765200001,Article,2017,7
WOS:000406920500011,Article,2017,4
WOS:000407056000011,Article,2017,10
WOS:000407133600009,Article,2017,5
WOS:000407153500008,Article,2017,9
WOS:000407153500011,Article,2017,1
WOS:000407153500013,Article,2017,9
WOS:000407185700008,Article,2017,39
WOS:000407185700012,Article,2017,5
WOS:000407185700044,Article,2017,20
WOS:000407222900023,Article,2017,19
WOS:000407248800003,Article,2017,3
WOS:000407310500010,Article,2017,7
WOS:000407316600008,Article; Proceedings Paper,2017,2
WOS:000407388900007,Article,2017,15
WOS:000407400900009,Article,2017,9
WOS:000407400900013,Article,2017,0
WOS:000407409100004,Article,2017,3
WOS:000407409100008,Article,2017,6
WOS:000407497000001,Article,2017,3
WOS:000407748100081,Proceedings Paper,2017,1
WOS:000407842800011,Article,2017,1
WOS:000407953300010,Article,2017,1
WOS:000407970600019,Article,2017,26
WOS:000407984100016,Article,2017,24
WOS:000408235300010,Article,2017,0
WOS:000408290900016,Article,2017,47
WOS:000408297500054,Article,2017,28
WOS:000408299400005,Article,2017,7
WOS:000408299400069,Article,2017,7
WOS:000408309100011,Article,2017,0
WOS:000408314600017,Article,2017,2
WOS:000408374300040,Article,2017,2
WOS:000408432300009,Article,2017,4
WOS:000408468300045,Article,2017,4
WOS:000408670600001,Article,2017,1
WOS:000408670600012,Article,2017,0
WOS:000408670600022,Article,2017,6
WOS:000408702500013,Article,2017,5
WOS:000408956800009,Article,2017,1
WOS:000409076300001,Article,2017,1
WOS:000409143100017,Article,2017,6
WOS:000409151500020,Article,2017,20
WOS:000409172900012,Article,2017,1
WOS:000409227500060,Article,2017,21
WOS:000409418500088,Proceedings Paper,2017,1
WOS:000410011200045,Article,2017,18
WOS:000410108400010,Article,2016,6
WOS:000410159800011,Proceedings Paper,2017,0
WOS:000410169000013,Proceedings Paper,2017,1
WOS:000410169000021,Proceedings Paper,2017,0
WOS:000410215400004,Article,2017,0
WOS:000410472400005,Editorial Material,2017,0
WOS:000410618900018,Proceedings Paper,2017,1
WOS:000410620500007,Article,2017,6
WOS:000410620500026,Article,2017,33
WOS:000410694100002,Article,2016,6
WOS:000410785200011,Article,2017,6
WOS:000410878700013,Article,2017,2
WOS:000410886700006,Article,2017,3
WOS:000410938300156,Proceedings Paper,2017,0
WOS:000411021800003,Article,2017,0
WOS:000411061100004,Article,2017,3
WOS:000411061100005,Article,2017,0
WOS:000411091600008,Article,2017,11
WOS:000411096800005,Article,2017,12
WOS:000411096800008,Article,2017,118
WOS:000411096800014,Article,2017,9
WOS:000411102700002,Article,2017,1
WOS:000411131000007,Article,2017,0
WOS:000411143700017,Article,2017,1
WOS:000411143700018,Article,2017,3
WOS:000411149200002,Article,2017,3
WOS:000411257700023,Article,2017,6
WOS:000411296800018,Article,2017,16
WOS:000411299700012,Article,2017,29
WOS:000411299700020,Article,2017,5
WOS:000411371000003,Proceedings Paper,2017,0
WOS:000411545800022,Article,2017,5
WOS:000411576804102,Proceedings Paper,2016,2
WOS:000411986700001,Article,2017,1
WOS:000412003600045,Proceedings Paper,2017,0
WOS:000412003600047,Proceedings Paper,2017,0
WOS:000412105100046,Article,2017,3
WOS:000412234700001,Article,2017,6
WOS:000412240100003,Article,2017,9
WOS:000412250400004,Article,2017,6
WOS:000412250400023,Article,2017,23
WOS:000412250400036,Article,2017,4
WOS:000412250400046,Article,2017,4
WOS:000412252300023,Article,2017,7
WOS:000412266200004,Review,2017,11
WOS:000412326000011,Proceedings Paper,2017,0
WOS:000412506400011,Article; Proceedings Paper,2017,0
WOS:000412579300027,Article,2017,100
WOS:000412604300030,Article,2017,0
WOS:000412604300031,Article,2017,5
WOS:000412900200002,Article; Proceedings Paper,2017,0
WOS:000412915700005,Article,2017,3
WOS:000412950900043,Article,2017,9
WOS:000412967400005,Article,2017,1
WOS:000413137900013,Article,2017,16
WOS:000413175300132,Article,2017,8
WOS:000413208600011,Article,2017,0
WOS:000413345300025,Article,2017,5
WOS:000413379000012,Article,2017,9
WOS:000413379000030,Article,2017,13
WOS:000413380300001,Article,2017,4
WOS:000413380300019,Article,2017,0
WOS:000413381300029,Article,2017,2
WOS:000413515900010,Article,2017,10
WOS:000413608400006,Article,2017,11
WOS:000413684500007,Article,2017,4
WOS:000413774800017,Article; Proceedings Paper,2017,3
WOS:000413798700003,Article,2017,17
WOS:000413798700021,Article,2017,29
WOS:000413798700035,Article,2017,5
WOS:000413798700036,Article,2017,7
WOS:000413798700049,Article,2017,5
WOS:000413798900024,Article,2017,1
WOS:000413800800005,Article; Proceedings Paper,2017,2
WOS:000413843600028,Article,2017,7
WOS:000413898800009,Article,2017,5
WOS:000413944300002,Article,2017,0
WOS:000413944800001,Article; Proceedings Paper,2017,3
WOS:000413944800002,Article,2017,1
WOS:000413944800024,Article; Proceedings Paper,2017,3
WOS:000414034400005,Article,2017,4
WOS:000414089800001,Article,2017,3
WOS:000414108400012,Review,2017,7
WOS:000414113000004,Article,2017,10
WOS:000414117500004,Article,2018,5
WOS:000414146400005,Proceedings Paper,2017,0
WOS:000414146400016,Proceedings Paper,2017,1
WOS:000414146400018,Proceedings Paper,2017,1
WOS:000414146400019,Proceedings Paper,2017,1
WOS:000414146400022,Proceedings Paper,2017,1
WOS:000414146400023,Proceedings Paper,2017,8
WOS:000414146400024,Proceedings Paper,2017,10
WOS:000414146400025,Proceedings Paper,2017,8
WOS:000414146400035,Proceedings Paper,2017,2
WOS:000414172700021,Article,2017,14
WOS:000414213900003,Article,2017,1
WOS:000414246100086,Article,2017,0
WOS:000414279500061,Proceedings Paper,2017,0
WOS:000414398500001,Article,2017,3
WOS:000414620400047,Article,2017,9
WOS:000414620400051,Article,2017,4
WOS:000414620400054,Article,2017,11
WOS:000414620500001,Article,2018,12
WOS:000414688600003,Article,2017,2
WOS:000414922900046,Article,2017,12
WOS:000414979600006,Article,2017,4
WOS:000415011900007,Article,2017,5
WOS:000415021600010,Article,2017,3
WOS:000415073400002,Article,2017,3
WOS:000415149300005,Article,2017,3
WOS:000415149300006,Article,2017,0
WOS:000415149700003,Article,2017,1
WOS:000415161500005,Article,2017,4
WOS:000415170700041,Article,2017,1
WOS:000415262300006,Article,2017,20
WOS:000415262300013,Article,2017,0
WOS:000415391800036,Article,2018,5
WOS:000415775700024,Article,2017,9
WOS:000415780400016,Article,2017,2
WOS:000415790100011,Article,2017,1
WOS:000415834200007,Article,2018,12
WOS:000415855500011,Article,2018,11
WOS:000415929700001,Article,2017,2
WOS:000415932100019,Article,2017,6
WOS:000415981900025,Article,2017,0
WOS:000415993200001,Article,2017,9
WOS:000415993200009,Article,2017,0
WOS:000415993200013,Article,2017,15
WOS:000415993200014,Article,2017,5
WOS:000415998900019,Article; Proceedings Paper,2017,3
WOS:000416067400046,Article,2017,23
WOS:000416179700008,Article,2017,6
WOS:000416189100004,Article,2017,20
WOS:000416202900074,Article,2017,8
WOS:000416221000093,Article,2018,47
WOS:000416327600012,Article,2017,4
WOS:000416363100002,Editorial Material; Book Chapter,2017,0
WOS:000416363100003,Article; Book Chapter,2017,0
WOS:000416363100004,Article; Book Chapter,2017,0
WOS:000416363100008,Article; Book Chapter,2017,0
WOS:000416485600008,Article,2017,0
WOS:000416620800013,Article,2017,3
WOS:000416629300005,Article,2017,0
WOS:000416642100008,Article,2017,1
WOS:000416669100001,Article,2017,1
WOS:000416762600011,Article,2017,4
WOS:000416762600017,Article,2017,1
WOS:000416862300023,Article,2017,0
WOS:000416877900143,Article,2018,9
WOS:000416994500020,Article,2017,9
WOS:000417046500219,Article,2017,7
WOS:000417060500008,Article,2017,0
WOS:000417134300011,Article,2017,3
WOS:000417134300017,Article,2017,5
WOS:000417222100032,Proceedings Paper,2017,0
WOS:000417224100016,Proceedings Paper,2017,0
WOS:000417336700027,Proceedings Paper,2017,0
WOS:000417337300008,Proceedings Paper,2017,0
WOS:000417352000004,Proceedings Paper,2017,1
WOS:000417352000034,Proceedings Paper,2017,0
WOS:000417352000040,Proceedings Paper,2017,2
WOS:000417352000043,Proceedings Paper,2017,1
WOS:000417352000052,Proceedings Paper,2017,0
WOS:000417352000055,Proceedings Paper,2017,1
WOS:000417352000071,Proceedings Paper,2017,4
WOS:000417352000072,Proceedings Paper,2017,0
WOS:000417352000077,Proceedings Paper,2017,1
WOS:000417352000090,Proceedings Paper,2017,3
WOS:000417352000160,Proceedings Paper,2017,2
WOS:000417352000168,Proceedings Paper,2017,3
WOS:000417352000175,Proceedings Paper,2017,0
WOS:000417378700021,Article,2017,3
WOS:000417387300075,Proceedings Paper,2017,0
WOS:000417432300017,Proceedings Paper,2017,0
WOS:000417432300027,Proceedings Paper,2017,1
WOS:000417432300037,Proceedings Paper,2017,1
WOS:000417595400001,Article,2017,3
WOS:000417658600016,Article,2017,5
WOS:000417737300020,Article,2017,5
WOS:000417963300098,Article,2018,7
WOS:000418313700005,Article,2017,27
WOS:000418313700008,Article,2017,4
WOS:000418313700027,Article,2017,21
WOS:000418313700035,Article,2017,7
WOS:000418313700041,Article,2017,20
WOS:000418313700046,Article,2017,21
WOS:000418313700054,Article,2017,1
WOS:000418313700057,Article,2017,30
WOS:000418313700058,Article,2017,9
WOS:000418313700062,Article,2017,3
WOS:000418350300016,Article,2017,0
WOS:000418372600034,Article,2017,22
WOS:000418388200008,Article,2017,2
WOS:000418393200012,Proceedings Paper,2017,0
WOS:000418393200073,Proceedings Paper,2017,0
WOS:000418597000014,Article,2017,2
WOS:000418643200077,Article,2018,3
WOS:000418718700018,Article,2017,0
WOS:000418770000001,Article,2017,7
WOS:000418781900022,Article; Proceedings Paper,2017,0
WOS:000418838900036,Article,2018,25
WOS:000418841400009,Article; Proceedings Paper,2018,3
WOS:000418841400020,Article,2018,3
WOS:000418841400025,Article,2018,0
WOS:000418886400005,Article,2017,7
WOS:000418887700003,Article,2018,4
WOS:000418950100015,Article,2017,3
WOS:000418973400009,Article,2017,5
WOS:000419019000002,Article,2018,13
WOS:000419128700025,Article,2018,8
WOS:000419175400003,Article,2017,0
WOS:000419196400005,Article,2017,61
WOS:000419210500012,Article,2017,9
WOS:000419228000020,Proceedings Paper,2017,1
WOS:000419257400001,Article,2017,2
WOS:000419294700013,Proceedings Paper,2017,0
WOS:000419294700014,Proceedings Paper,2017,0
WOS:000419326300029,Editorial Material,2017,0
WOS:000419416800011,Article,2018,3
WOS:000419416800024,Article,2018,9
WOS:000419416800030,Article,2018,21
WOS:000419728500022,Article,2018,1
WOS:000419728500025,Article,2018,0
WOS:000419728500026,Article,2018,3
WOS:000419728500028,Article,2018,1
WOS:000419734800010,Letter,2018,5
WOS:000419802700003,Article,2017,3
WOS:000419802700009,Article,2017,4
WOS:000419802700017,Article,2017,6
WOS:000419802700018,Article,2017,4
WOS:000419802700035,Article,2017,0
WOS:000419847700027,Proceedings Paper,2017,0
WOS:000419855200027,Article,2018,7
WOS:000422806300059,Article,2018,15
WOS:000422806500012,Article,2018,6
WOS:000422872800020,Proceedings Paper,2016,2
WOS:000422872800021,Proceedings Paper,2016,3
WOS:000422907300191,Proceedings Paper,2017,6
WOS:000422930000048,Article,2018,81
WOS:000423008700010,Article,2018,2
WOS:000423035700002,Article,2018,1
WOS:000423134700001,Article,2018,8
WOS:000423330800001,Article,2018,2
WOS:000423355900001,Article,2017,2
WOS:000423432400001,Article,2018,7
WOS:000423512500022,Article,2018,7
WOS:000423512500026,Article,2018,3
WOS:000423643600013,Article,2018,10
WOS:000423646100003,Article,2018,3
WOS:000423647700058,Article,2018,11
WOS:000423649800017,Article,2018,7
WOS:000423652800040,Article,2018,34
WOS:000423653400009,Article,2018,1
WOS:000423776000027,Proceedings Paper,2017,0
WOS:000423870200032,Article,2018,4
WOS:000423893700018,Article,2018,5
WOS:000423893700068,Article,2018,7
WOS:000423893800004,Article,2018,18
WOS:000423893800030,Article,2018,1
WOS:000423893800037,Article,2018,18
WOS:000423893800038,Article,2018,6
WOS:000423964800002,Proceedings Paper,2017,3
WOS:000423964800363,Proceedings Paper,2017,0
WOS:000423964800365,Proceedings Paper,2017,2
WOS:000424017600001,Article,2018,50
WOS:000424021700163,Article,2018,9
WOS:000424037200029,Article,2018,10
WOS:000424039800001,Article,2018,4
WOS:000424057800012,Article,2018,12
WOS:000424078500107,Proceedings Paper,2017,0
WOS:000424078500301,Proceedings Paper,2017,1
WOS:000424173500044,Article,2018,22
WOS:000424173500077,Article,2018,1
WOS:000424177600143,Article,2018,16
WOS:000424185200010,Article,2018,10
WOS:000424185200025,Article,2018,21
WOS:000424185200029,Article,2018,2
WOS:000424424000005,Article,2018,1
WOS:000424647300014,Article,2018,2
WOS:000424647300015,Article,2018,0
WOS:000424716500050,Article,2018,3
WOS:000424716500053,Article,2018,9
WOS:000424716500084,Article,2018,19
WOS:000424716700017,Article,2018,5
WOS:000424716700019,Article,2018,7
WOS:000424718400003,Article,2018,6
WOS:000424719100001,Review,2018,1
WOS:000424726700002,Article,2018,33
WOS:000424740100025,Proceedings Paper,2017,2
WOS:000424752200044,Article,2018,6
WOS:000424765301029,Proceedings Paper,2017,0
WOS:000424765301461,Proceedings Paper,2017,1
WOS:000424781500003,Article,2018,11
WOS:000424788700014,Article,2018,3
WOS:000424798300001,Article,2018,5
WOS:000424828100007,Proceedings Paper,2017,0
WOS:000424828100017,Proceedings Paper,2017,1
WOS:000424830800024,Review; Book Chapter,2018,53
WOS:000425077700018,Article,2018,2
WOS:000425083900001,Article,2018,0
WOS:000425113100006,Article,2018,0
WOS:000425142000006,Article,2018,6
WOS:000425154600005,Article,2017,0
WOS:000425159800013,Article,2018,0
WOS:000425162000014,Article,2018,7
WOS:000425162000015,Article,2018,2
WOS:000425254100090,Proceedings Paper,2017,0
WOS:000425270000006,Article,2017,1
WOS:000425271100021,Article,2018,1
WOS:000425271700020,Article,2018,2
WOS:000425354000007,Article,2018,0
WOS:000425491800115,Article,2018,6
WOS:000425494200011,Article,2018,3
WOS:000425498200001,Article,2018,1
WOS:000425525000031,Proceedings Paper,2017,0
WOS:000425543500039,Article,2018,4
WOS:000425573800008,Article,2018,4
WOS:000425687300003,Article,2018,12
WOS:000425727500001,Article,2017,0
WOS:000425859600008,Article,2018,2
WOS:000425862800178,Proceedings Paper,2017,0
WOS:000425883800014,Article,2018,8
WOS:000425940400017,Proceedings Paper,2017,0
WOS:000426271300008,Article; Proceedings Paper,2018,0
WOS:000426271700200,Proceedings Paper,2017,0
WOS:000426279000064,Proceedings Paper,2017,0
WOS:000426281300008,Proceedings Paper,2017,0
WOS:000426296800003,Article,2017,9
WOS:000426332900008,Article,2018,7
WOS:000426332900016,Article,2018,10
WOS:000426449100151,Proceedings Paper,2017,3
WOS:000426449100219,Proceedings Paper,2017,0
WOS:000426580900014,Article,2018,3
WOS:000426601300022,Article; Proceedings Paper,2018,7
WOS:000426673200030,Proceedings Paper,2017,0
WOS:000426676200044,Proceedings Paper,2017,0
WOS:000426696900013,Article,2017,3
WOS:000426708900151,Proceedings Paper,2017,0
WOS:000426708900225,Proceedings Paper,2017,0
WOS:000426713800044,Proceedings Paper,2017,0
WOS:000426730000014,Proceedings Paper,2017,0
WOS:000426730000108,Proceedings Paper,2017,0
WOS:000426770000030,Proceedings Paper,2017,0
WOS:000426779200001,Article,2018,1
WOS:000426817100005,Article,2018,2
WOS:000426873800017,Proceedings Paper,2017,0
WOS:000426884100013,Proceedings Paper,2017,2
WOS:000426901200071,Proceedings Paper,2017,1
WOS:000426904300005,Proceedings Paper,2017,0
WOS:000426904700015,Proceedings Paper,2017,0
WOS:000426904700016,Proceedings Paper,2017,0
WOS:000426954602130,Proceedings Paper,2017,1
WOS:000426957300202,Proceedings Paper,2017,0
WOS:000426969900069,Proceedings Paper,2016,0
WOS:000426988600008,Article,2018,0
WOS:000426992300178,Proceedings Paper,2017,0
WOS:000426996500212,Proceedings Paper,2017,0
WOS:000427012900021,Article,2018,6
WOS:000427033302052,Proceedings Paper,2017,4
WOS:000427035600001,Article,2018,9
WOS:000427082201152,Proceedings Paper,2017,0
WOS:000427082202012,Proceedings Paper,2017,0
WOS:000427082202027,Proceedings Paper,2017,0
WOS:000427082202087,Proceedings Paper,2017,0
WOS:000427082202093,Proceedings Paper,2017,0
WOS:000427082203056,Proceedings Paper,2017,0
WOS:000427082203074,Proceedings Paper,2017,0
WOS:000427082203123,Proceedings Paper,2017,1
WOS:000427082205061,Proceedings Paper,2017,0
WOS:000427082205129,Proceedings Paper,2017,0
WOS:000427082207011,Proceedings Paper,2017,1
WOS:000427082207039,Proceedings Paper,2017,0
WOS:000427082207040,Proceedings Paper,2017,2
WOS:000427082207122,Proceedings Paper,2017,0
WOS:000427082207126,Proceedings Paper,2017,0
WOS:000427082208008,Proceedings Paper,2017,0
WOS:000427123500075,Proceedings Paper,2017,0
WOS:000427123500076,Proceedings Paper,2017,1
WOS:000427123500084,Proceedings Paper,2017,0
WOS:000427148800025,Article,2018,0
WOS:000427156200036,Proceedings Paper,2017,1
WOS:000427156200084,Proceedings Paper,2017,0
WOS:000427156200085,Proceedings Paper,2017,0
WOS:000427164806073,Proceedings Paper,2017,0
WOS:000427164806078,Proceedings Paper,2017,1
WOS:000427312400029,Article,2018,2
WOS:000427338700010,Article,2018,12
WOS:000427338700016,Article,2018,16
WOS:000427338700034,Article,2018,2
WOS:000427338700036,Article,2018,4
WOS:000427340200001,Review,2018,13
WOS:000427342500009,Article,2018,17
WOS:000427342500014,Article,2018,10
WOS:000427342500024,Article,2018,8
WOS:000427352100052,Proceedings Paper,2017,0
WOS:000427352100075,Proceedings Paper,2017,0
WOS:000427440900001,Article,2018,2
WOS:000427445000003,Article,2018,1
WOS:000427445000006,Article,2018,2
WOS:000427450302283,Meeting Abstract,2017,0
WOS:000427544000094,Article,2018,3
WOS:000427566400003,Article,2018,0
WOS:000427594300015,Review,2018,0
WOS:000427598701118,Proceedings Paper,2017,0
WOS:000427668200001,Article,2018,21
WOS:000427771700008,Article,2017,0
WOS:000427781800001,Article,2018,3
WOS:000427816101020,Proceedings Paper,2017,0
WOS:000427816103040,Proceedings Paper,2017,0
WOS:000427816106141,Proceedings Paper,2017,0
WOS:000427827800001,Article,2018,9
WOS:000427827800002,Article,2018,2
WOS:000427848100003,Article,2018,1
WOS:000427935200027,Proceedings Paper,2017,1
WOS:000427957100015,Article,2018,1
WOS:000428003800031,Article,2018,4
WOS:000428113200017,Article,2018,3
WOS:000428113900021,Article,2018,2
WOS:000428193100010,Proceedings Paper,2017,0
WOS:000428264900003,Article,2018,4
WOS:000428346600021,Article,2018,0
WOS:000428346600022,Article,2018,0
WOS:000428346600023,Article,2018,11
WOS:000428346900023,Article; Proceedings Paper,2018,4
WOS:000428346900025,Article,2018,12
WOS:000428426400031,Proceedings Paper,2017,1
WOS:000428481600037,Proceedings Paper,2018,0
WOS:000428481900025,Article,2018,1
WOS:000428491600014,Article,2018,9
WOS:000428501900019,Article,2018,1
WOS:000428501900030,Article,2018,1
WOS:000428629600014,Article,2018,0
WOS:000428681000005,Article,2018,1
WOS:000428725400033,Article,2018,0
WOS:000428823100029,Article,2018,34
WOS:000428967000008,Article,2018,4
WOS:000428971100004,Article,2018,15
WOS:000428988300052,Article,2018,8
WOS:000428990200006,Article,2018,3
WOS:000429149200018,Article,2018,0
WOS:000429275000019,Proceedings Paper,2016,5
WOS:000429364000003,Article,2018,0
WOS:000429457700018,Article,2018,35
WOS:000429513000012,Article,2018,2
WOS:000429513000016,Article,2018,14
WOS:000429555200036,Article,2018,15
WOS:000429576400011,Article,2018,4
WOS:000429753800010,Article,2018,1
WOS:000429753800016,Article,2018,5
WOS:000429914800011,Article,2018,0
WOS:000429915300003,Article,2018,5
WOS:000429915300011,Article,2018,1
WOS:000429915300015,Review,2018,1
WOS:000429969500010,Article,2018,1
