Author,PublicationYear,CountPubs
"KOFFAS, MATTHEOS A G",2020,1
"KOH, ELVIN",2016,1
"KOH, ELVIN",2019,1
"KOH, WOO SEUK",2018,1
"KOHALE, ISHWAR",2017,1
"KOHL, CHRISTIAN",2019,1
"KOHL, PATRICE",2017,1
"KOHLER, AMANDA C",2017,1
"KOHLHEB, NORBERT",2019,1
"KOHLHEYER, DIETRICH",2016,1
"KOHLHEYER, DIETRICH",2017,1
"KOHLSTEDT, MICHAEL",2016,1
"KOHMAN, RICHIE E",2017,1
"KOIDE, AKIKO",2016,1
"KOIDE, SHOHEI",2016,1
"KOIVISTOINEN, OUTI",2018,1
"KOJIMA, HIROYUKI",2016,1
"KOJIMA, RYOSUKE",2017,3
"KOJIMA, RYOSUKE",2018,1
"KOJIMA, RYOSUKE",2019,1
"KOKAI-KUN, JOHN F",2018,1
"KOKISH, MARK G",2016,1
"KOKKINOPOULOU, MARIA",2019,1
"KOKKOTOU, EFI",2018,1
"KOKSCH, BEATE",2016,1
"KOL, STEFAN",2019,1
"KOLAR, KATJA",2017,1
"KOLAR, KATJA",2018,1
"KOLDEWEY, PHILIPP",2017,1
"KOLDEWEY, PHILIPP",2018,1
"KOLESNIKOVA, SOFIA",2019,2
"KOLISIS, FRANGISKOS",2016,1
"KOLLMANN, ELIZABETH KUNZ",2017,1
"KOLODZIEJ, STARSHA A",2019,1
"KOLOTILIN, IGOR",2016,1
"KOMASILOVS, VITALIJS",2017,1
"KOMATSU, TORU",2016,1
"KOMIVES, ELIZABETH",2019,1
"KOMMINENI, SUSHMA",2018,1
"KOMOR, ALEXIS C",2020,1
"KOMPELLA, PURNIMA S",2016,1
"KONDEV, JANE",2018,1
"KONDO, AKIHIKO",2017,2
"KONDO, AKIHIKO",2018,2
"KONDO, AKIHIKO",2019,1
"KONDO, TORU",2016,1
"KONDO, YUKI",2017,1
"KONETSKI, D",2016,1
"KONG, ANNIE",2017,1
"KONG, CHUIXING",2016,1
"KONG, DAVID S",2016,1
"KONG, DEZE",2016,1
"KONG, FANTAO",2018,1
"KONG, GUANNAN",2019,1
"KONG, IN IOK",2016,1
"KONG, LING-HUI",2019,1
"KONG, LINGXI",2019,1
"KONG, LINGYI",2019,1
"KONG, WEIMIN",2018,1
"KONG, WEIMIN",2019,1
"KONG, WENTAO",2016,1
"KONG, WENTAO",2017,1
"KONG, WENTAO",2019,1
"KONGSTAD, KENNETH THERMANN",2017,1
"KONO, KALYN",2019,1
"KONRAD, DAVID B",2018,1
"KONSTANTINOVSKY, DANIEL",2019,1
"KONTORAVDI, CLEO",2016,1
"KONTOU, EFTYCHIA EVA",2020,1
"KONUR, SAVAS",2017,1
"KOPKA, JOACHIM",2019,1
"KOPNICZKY, MARGARITA B",2017,1
"KOPNICZKY, MARGARITA B",2020,1
"KOPP, DOMINIK",2018,1
"KOPPISCH, ANDREW T",2016,1
"KOPPOLU, VEERENDRA",2016,1
"KORALEWSKI, VERONICA",2019,1
"KORITSARIS, JENNA",2018,1
"KORMAN, TYLER P",2016,1
"KORNERUP, NIELS",2019,1
"KORNFUEHRER, TAYLOR",2019,1
"KOROLEV, ANDREY V",2018,1
"KOROLEV, MARIA",2017,1
"KOROSH, TRAVIS C",2016,1
"KOROTKIN, HAILEE BRYNN",2017,1
"KORPPOO, ANNAKARIN",2018,1
"KORPYS, PAULINA",2018,1
"KORPYS-WOÃƒâ€¦Ã‚ÂºNIAK, PAULINA",2020,1
"KORZA, GEORGE",2019,1
"KOS, MICHAÃƒâ€¦Ã¢â‚¬Å¡",2016,1
"KOSCHMIEDER, JULIAN",2018,2
"KOSEL, JURGEN",2018,1
"KOSEY, DIPALI",2017,2
"KOSINA, SUZANNE M",2016,1
"KOSKELA, ESSI V",2016,1
"KOSKELA, ESSI V",2019,1
"KOSKINEN, RAMI",2020,1
"KOSSIAKOFF, ANTHONY A",2016,1
"KOSTAN, KURT A",2018,1
"KOSTIAINEN, MAURI A",2020,1
"KOSTINA, NINA YU",2020,1
"KOSTOV, YORDAN",2020,1
"KOSURI, SRIRAM",2017,3
"KOSURI, SRIRAM",2018,1
"KOSURI, SRIRAM",2019,1
"KOSZUL, ROMAIN",2016,3
"KOTANI, SHOHEI",2016,1
"KOTANI, SHOHEI",2017,1
"KOTERA, MASAAKI",2019,1
"KOTHAMACHU, VARUN B",2020,1
"KOTHARI, ANKITA",2019,1
"KOTHE, RONJA F",2018,1
"KOTOPKA, BENJAMIN J",2018,1
"KOTOPKA, BENJAMIN J",2020,1
"KOTTLER, ROBERT",2020,1
"KOUCHERYAVY, YEVGENI",2020,1
"KOUCKY, OWEN",2018,1
"KOUPRINA, NATALAY",2016,2
"KOUPRINA, NATALAY",2017,1
"KOURI, EVANGELIA D",2016,1
"KOURMENTZA, CONSTANTINA",2017,1
"KOUSSA, JOSEPH",2016,1
"KOUTINAS, MICHALIS",2017,1
"KOUWER, PAUL H J",2016,1
"KOVAR, KARIN",2017,1
"KOWALCZYK, AGNIESZKA",2018,1
"KOWALIW, TARAS",2016,1
"KOWALLIS, KIMBERLY A",2019,1
"KOWALLIS, KIMBERLY A",2020,1
"KOWARSCHIK, KATHRIN",2017,1
"KOYAMA, YOHEI M",2017,1
"KOYANAGI, TAKASHI",2016,1
"KOYNOV, KALOIAN",2018,1
"KOZAEVA, EKATERINA",2019,2
"KOZAK, LASZLO",2018,1
"KOZAR, INES",2016,1
"KOZINSKI, JANUSZ A",2016,1
"KOZLOWSKI, PAWEL M",2020,1
"KOZOROG, MIRIJAM",2017,1
"KOZYRA, JERZY",2017,1
"KOZYRA, JERZY",2020,1
"KOZYRA, JERZY WIESLAW",2018,1
"KRABBEN, PREBEN",2017,1
"KRACHT, MELISSA",2018,1
"KRACKE, FRAUKE",2016,1
"KRAFFT, DOROTHEE",2019,1
"KRAHN, NATALIE",2020,1
"KRAIC, JAN",2018,1
"KRAKAUER, DAVID C",2016,1
"KRAM, SUSAN",2017,1
"KRAMER, DAVID M",2019,2
"KRAMER, LEVI",2016,1
"KRAMER, REINHARD",2017,1
"KRANTZ, BRYAN A",2016,1
"KRASNOGOR, NATALIO",2017,4
"KRASNOGOR, NATALIO",2018,1
"KRASNOGOR, NATALIO",2020,1
"KRATZEL, ANNIKA",2020,1
"KRATZER, REGINA",2019,1
"KRAUÃƒÅ½Ã‚Â²ER, FRANZISKA",2019,1
"KRAUS, LEON",2018,1
"KRAUSE, MIRJA",2016,1
"KRAUSS, ULRICH",2020,1
"KRAUT, RIXA",2017,1
"KRAUTLER, BERNHARD",2019,1
"KREBS, ANNA-SOPHIA",2019,1
"KREBS, OLGA",2020,1
"KREFT, JAN-ULRICH",2020,1
"KREFT, LUKASZ",2017,1
"KREIS, STEPHANIE",2016,1
"KREMER, JENNIFER",2019,1
"KREMLING, ANDREAS",2017,2
"KREMLING, ANDREAS",2020,1
"KRESS, DUSTIN",2018,1
"KRETSCHMER, CAROLA",2018,1
"KRETSCHMER, SIMON",2017,2
"KRETSCHMER, SIMON",2018,1
"KRETSCHMER, SIMON",2019,1
"KREUTZ, CHRISTOPH R",2019,1
"KREUZ, SEBASTIAN",2019,1
"KRIDELBAUGH, DONNA M",2017,1
"KRIEG, ELISHA",2019,1
"KRIEGER, EYAL",2019,1
"KRIES, HAJO",2018,1
"KRIN, EVELYNE",2019,1
"KRINSKY, NITZAN",2016,1
"KRINSKY, NITZAN",2020,1
"KRISCHKE, MARKUS",2016,1
"KRISHMAN, SUMA",2016,1
"KRISHNA, ROHITH N",2019,1
"KRISHNAMURTHY, MALATHY",2016,1
"KRISHNAMURTHY, RAMANARAYANAN",2016,1
"KRISHNAMURTHY, SANGEETHA",2018,1
"KRISHNAMURTHY, VISHNU",2016,1
"KRISHNAN, ANAGHA",2018,1
"KRISHNAN, J",2016,1
"KRISHNAN, J",2017,1
"KRISHNAN, J",2018,1
"KRISHNAN, J",2019,1
"KRISHNAN, J",2020,1
"KRISHNAN, SWATI",2016,1
"KRISHNAN, SWATI",2018,1
"KRISHNAN, VIJAI",2020,1
"KRISTENSEN, METTE",2016,1
"KROEMER, JENS O",2016,1
"KROEMER, JENS O",2017,1
"KROEMER, JENS O",2019,1
"KROH, MATTHEW",2017,2
"KRUEGER, DANIEL",2019,1
"KRUG, JULIA R",2018,1
"KRUG, LAURIE T",2017,1
"KRUGER, ANTJE",2016,1
"KRUGER, ANTJE",2019,1
"KRUGER, ANTJE",2020,1
"KRULL, J",2018,1
"KRULL, R",2018,1
"KRUPARANI, SHOBHA P",2019,1
"KRUSE, OLAF",2018,1
"KRUSE, ROBERT L",2018,1
"KRUSEMANN, JAN L",2018,1
"KRYLOV, SERGEY N",2017,1
"KSCHOWAK, MAX J",2019,1
"KSHIRSAGAR, RASHMI",2018,1
"KSHIRSAGAR, RASHMI",2020,1
"KUANG, XUEJUN",2016,5
"KUANG, XUEJUN",2018,2
"KUANG, YI",2018,1
"KUANG, ZHENG",2016,4
"KUBERL, ANDREAS",2017,1
"KUBIAK, KATARZYNA",2020,1
"KUBIAK, MONIKA",2018,2
"KUBIAK, MONIKA",2020,1
"KUBIAK, PIOTR",2020,1
"KUBICKI, SONJA",2019,1
"KUBIS, ARMIN",2018,2
"KUBYSHKIN, VLADIMIR",2016,1
"KUBYSHKIN, VLADIMIR",2017,2
"KUBYSHKIN, VLADIMIR",2020,1
"KUCERA, REBECCA B",2018,1
"KUCH, DECLAN",2018,1
"KUCHINA, ANNA",2017,1
"KUCHNER, MARCUS",2020,1
"KUCHWARA, HELENE M",2020,1
"KUDLA, GRZEGORZ",2018,1
"KUDLA, GRZEGORZ",2019,1
"KUDLA, JOERG",2020,1
"KUDO, KOJI",2019,1
"KUENZL, TILMANN",2018,1
"KUEY, CANSU",2020,1
"KUFS, JOHANN E",2020,1
"KUHLMANN, NORA",2016,1
"KUI, LING",2017,1
"KUIJPERS, AARON",2019,1
"KUIJPERS, NIELS G A",2016,1
"KUIKEN, TODD",2017,1
"KUIKEN, TODD",2019,2
"KUIKEN, TODD",2020,1
"KUIPERS, OSCAR P",2017,1
"KUIPERS, OSCAR P",2018,1
"KUIPERS, OSCAR P",2019,1
"KUIVANEN, JOOSU",2018,1
"KUKEN, ANIKA",2018,1
"KUKURA, PHILIPP",2018,1
"KULATHU, YOGESH",2018,1
"KULIK, ANDREAS",2017,1
"KULIK, ANDREAS",2019,1
"KULKARNI, KASHMIRA",2020,1
"KULKARNI, RAHUL V",2016,1
"KULKARNI, VISHWESH V",2016,2
"KULKARNI, VISHWESH V",2017,1
"KULKARNI, VISHWESH V",2019,1
"KULKARNI, VISHWESH V",2020,2
"KUMAGAI, HIDEHIKO",2016,1
"KUMAR, B V V S PAVAN",2018,1
"KUMAR, B V V S PAVAN",2019,1
"KUMAR, MANISH",2016,1
"KUMAR, NIRAJ",2016,1
"KUMAR, RAHUL",2019,1
"KUMAR, SUMIT",2018,1
"KUMAR, UJENDRA",2018,1
"KUMAR, VIKRAM SHEEL",2016,1
"KUMARI, MEENA",2018,1
"KUMLEHN, JOCHEN",2018,1
"KUNAKOM, SYLVIA",2019,1
"KUNASEKARAN, MOHANA PRIYA",2018,1
"KUNASEKARAN, MOHANA PRIYA",2020,1
"KUNCHA, SANTOSH KUMAR",2019,1
"KUNDERT, PETER",2020,1
"KUNDU, B",2018,1
"KUNG, LI A",2016,1
"KUNG, STEPHANIE H",2017,1
"KUNG, STEPHANIE H",2019,1
"KUNJAPUR, ADITYA M",2017,1
"KUNJAPUR, ADITYA M",2018,2
"KUNZLER, MARKUS",2019,1
"KUO, ALAN",2016,1
"KUO, PEIYEN",2018,1
"KUO, TING-YU",2018,1
"KUPFERSCHMIDT, KAI",2017,1
"KUPIEC, MARTIN",2017,1
"KUPIS-ROZMYSÃƒâ€¦Ã¢â‚¬Å¡OWICZ, JUSTYNA",2018,1
"KUPKA, DANIEL",2018,1
"KUPKA, JULIA",2018,1
"KUPPER, FRANK",2017,3
"KUPPER, FRANK",2018,1
"KURAISHI, TAKAYUKI",2019,1
"KURATA, HIROYUKI",2017,2
"KUREISAITE-CIZIENE, DANGUOLE",2019,1
"KURIHARA, KENSUKE",2017,1
"KURIHARA, SHIN",2016,1
"KURODA, AKIO",2018,1
"KURTZ, BRAD",2017,1
"KURTZ, CAROLINE B",2019,1
"KURU, ERKIN",2018,1
"KURUMA, YUTETSU",2016,1
"KURUMA, YUTETSU",2018,2
"KURUMA, YUTETSU",2019,1
"KURUSHIMA, JUN",2019,1
"KURZ, SHANNON L",2020,1
"KUSCHEL, MAIKE",2017,1
"KUSHWAH, MANISH S",2018,1
"KUSHWAHA, MANISH",2016,1
"KUSHWAHA, MANISH",2019,1
"KUSTERS, KIRA",2020,1
"KUSUMAWARDHANI, HADIASTRI",2018,1
"KUTCHAN, TONI M",2016,1
"KUTNER, WÃƒâ€¦Ã¢â‚¬Å¡ODZIMIERZ",2016,1
"KUTSCHKE, SABINE",2017,1
"KUTYNA, DARIUSZ R",2018,1
"KUWAHARA, HIROYUKI",2016,1
"KUWAHARA, HIROYUKI",2017,2
"KUZHIUMPARAMBIL, UNNIKRISHNAN",2019,2
"KUZHIUMPARAMBIL, UNNIKRISHNAN",2020,1
"KUZMA, JENNIFER",2016,1
"KUZNETSOV, GLEB",2016,1
"KUZNETSOV, IVAN A",2018,1
"KVATINSKY, SHAHAR",2020,1
"KVORJAK, MICHAEL",2017,1
"KWAG, HYE-LIM",2016,1
"KWAK, DONG HUN",2016,1
"KWAK, WON-JU",2018,1
"KWAN, JASON",2017,1
"KWAN, JASON C",2016,1
"KWAN, JASON C",2017,1
"KWIATKOWSKA, MARTA",2018,1
"KWIATKOWSKI, MAREK",2019,1
"KWOK, JANE",2019,1
"KWOK, SEUNG-KI",2016,1
"KWOK, WEE CHIEW",2017,1
"KWON, JAESANG J",2018,1
"KWON, KIL KOANG",2019,2
"KWON, MOONHYUK",2016,1
"KWON, SEOKBEOM",2016,1
"KWON, SEONG WOO",2020,1
"KWON, SEONGJIN",2016,1
"KWON, YONG-CHAN",2016,1
"KWON, YONG-CHAN",2019,1
"KYLILIS, NICOLAS",2017,1
"KYLILIS, NICOLAS",2018,1
"KYLILIS, NICOLAS",2019,1
"KYM, GENE",2018,1
"L ADONIAS, GEOFLLY",2020,1
"LABAER, JOSHUA",2018,1
"LABAGNERE, LUDIVINE",2016,1
"LABARGE, JEREMY",2016,1
"LABBE, JESSY L",2017,1
"LABEEUW, LEEN",2019,1
"LABELLE, EDWARD V",2016,1
"LABELLE, EDWARD V",2019,1
"LABELLE, JAMES L",2017,1
"LABENA, ABRAHAM A",2016,1
"LABROUSSAA, FABIEN",2016,1
"LABROUSSAA, FABIEN",2019,3
"LABROUSSAA, FABIEN",2020,1
"LABUTTI, KURT",2016,1
"LACHANCE, JEAN-CHRISTOPHE",2019,1
"LACHANCE, MARC-ANDRE",2018,1
"LACHAUX, CLEA",2019,2
"LACHOFF, JOE",2016,1
"LACHOFF, JOE",2017,1
"LACOMBE, K",2017,1
"LADAK, YASEEN N",2017,1
"LADANT, DANIEL",2017,1
"LADDS, GRAHAM",2018,1
"LADELL, KRISTIN",2016,1
"LADIWALA, PRANAY",2018,1
"LADOUKAKIS, EFTHYMIOS",2016,1
"LÃƒÆ’Ã‚Â¡ZÃƒÆ’Ã‚Â¡R, VIKTÃƒÆ’Ã‚Â³RIA",2016,1
"LÃƒÆ’Ã‚Â¼NSDORF, HEINRICH",2016,1
"LAFLEUR, RENE P M",2017,1
"LAFONTAINE, F",2016,1
"LAFORCE, GENEVA",2018,1
"LAGARIAS, J CLARK",2016,1
"LAGUERRE, AISHA",2016,1
"LAGUERRE, AISHA",2019,1
"LAHANN, JOERG",2018,1
"LAHIRY, ASHWIN",2017,1
"LAI, BIN",2016,1
"LAI, CHANGJIANGSHENG",2020,2
"LAI, HSUEH-CHOU",2019,1
"LAI, HUNG-EN",2016,2
"LAI, HUNG-EN",2018,1
"LAI, HUNG-EN",2019,3
"LAI, HUNG-EN",2020,1
"LAI, LUHUA",2016,1
"LAI, SOAK-KUAN",2018,1
"LAI, SZE NGA",2019,1
"LAI, XIULAN",2017,1
"LAI, YING-CHENG",2016,1
"LAIBLE, PHILIP D",2020,1
"LAI-KEE-HIM, JOSEPHINE",2017,1
"LAINÃƒâ€¦Ã‚Â¡Ãƒâ€žÃ¯Â¿Â½EK, DUÃƒâ€¦Ã‚Â¡KO",2016,1
"LAINÃƒâ€¦Ã‚Â¡Ãƒâ€žÃ¯Â¿Â½EK, DUÃƒâ€¦Ã‚Â¡KO",2019,1
"LAING, CRAIG C",2020,1
"LAIRD, SARAH A",2017,1
"LAITY, PETER R",2019,1
"LAJEUNESSE, DENNIS R",2018,1
"LAJOIE, MARC J",2016,1
"LAJOIE, MARC J",2017,1
"LAJOIE, MARC J",2018,1
"LAJOIE, MARC J",2020,1
"LAKATOS, ESZTER",2017,1
"LAKEY, JEREMY H",2019,1
"LAKEY, JONATHAN R T",2019,1
"LAKIN, MATTHEW R",2016,2
"LAKIN, MATTHEW R",2020,1
"LAKINS, JONATHON N",2018,1
"LALALEO, LILIANA",2017,1
"LALE, RAHMI",2016,1
"LALLEMENT, CHRISTOPHE",2016,1
"LALLEMENT, CHRISTOPHE",2017,2
"LALLEMENT, CHRISTOPHE",2018,1
"LALOE, DENIS",2020,1
"LALOLI, LAURA",2020,1
"LAM, CALVIN",2018,1
"LAM, CANDICE CHEE KA",2018,1
"LAM, HON S",2018,1
"LAMB, BRIAN M",2017,1
"LAMBERT, BENJAMIN P",2020,1
"LAMBERT, GUILLAUME",2016,1
"LAMED, RAPHAEL",2016,1
"LAMM, KATHARINA",2018,1
"LAMM, ROBIN",2020,1
"LAMMEL, STEPHAN",2019,1
"LAMMERS, MICHAEL",2016,1
"LAMMERTYN, JEROEN",2017,1
"LAMONT, CIARAN M",2016,1
"LAMPROPOULOS, CHRISTOS",2018,1
"LAMPSON, MICHAEL A",2020,1
"LAN, ETHAN I",2019,1
"LAN, LU-HONG",2016,1
"LAN, XIAOZHONG",2017,1
"LAN, XIAOZHONG",2019,1
"LAN, YU-XUAN",2019,1
"LANCASTER, LOUIS",2019,1
"LANCREY, ASTRID",2018,1
"LANDELS, ANDREW",2018,1
"LANDEWEERD, LAURENS",2016,1
"LANDEWEERD, LAURENS",2020,1
"LANDFESTER, KATHARINA",2018,5
"LANDFESTER, KATHARINA",2020,1
"LANDICK, ROBERT",2016,1
"LANDICK, ROBERT",2018,1
"LANDICK, ROBERT",2020,1
"LANDMANE, KATRINA",2016,1
"LANDON, MATTHIEU",2018,1
"LANDON, SOPHIE",2019,1
"LANDOWSKI, CHRISTOPHER P",2018,1
"LANDRY, BRIAN P",2016,1
"LANDRY, BRIAN P",2017,1
"LANDRY, BRIAN P",2018,2
"LANDRY, CHRISTIAN R",2016,1
"LANE, AMY L",2019,1
"LANE, JOSHUA D",2016,1
"LANE, KAREN A",2018,1
"LANE, STEPHAN",2018,1
"LANG, MARTINA",2018,1
"LANG, MORITZ",2016,1
"LANG, MORITZ",2018,1
"LANG, QI",2016,1
"LANG, QI",2019,1
"LANGAN, ROBERT A",2018,2
"LANGAN, ROBERT A",2019,1
"LANGDON, QUINN K",2016,1
"LANGE, B M",2016,1
"LANGE, I",2016,1
"LANGE, MARGARET J",2018,1
"LANGER, SAMANTHA J",2017,1
"LANGHORST, BRADLEY W",2018,2
"LANGVAD, ANE H",2017,1
"LANIER, RANDALL",2017,1
"LANITIS, EVRIPIDIS",2019,1
"LANOUE, A",2016,1
"LANT, JEREMY T",2018,1
"LANTADILLA, IGNACIO RETAMAL",2020,1
"LANTZ, ALYSSA",2019,1
"LANZARONE, ETTORE",2017,1
"LANZLOTH, CLARISSA",2019,1
"LAO, NGA T",2018,1
"LAO, NGA T",2019,1
"LAOHAKUNAKORN, NADANAI",2019,1
"LAOHAKUNAKORN, NADANAI",2020,1
"LAOS, ROBERTO",2016,1
"LAOS, ROBERTO",2018,2
"LAPENTA, FABIO",2018,1
"LAPINSKA, MELISSA PHILLIPS",2017,2
"LAPIQUE, NICOLAS",2016,1
"LAPTYEVA, TETYANA",2016,1
"LARA, ALVARO R",2016,1
"LARA, ALVARO R",2017,1
"LARIONOV, VLADIMIR",2016,2
"LARIONOV, VLADIMIR",2017,1
"LARIVIERE, DAMIEN",2018,1
"LAROUCHE, JACQUELINE",2018,1
"LARRONDO, LUIS F",2016,1
"LARROUDE, M",2018,1
"LARROUDE, MACARENA",2017,1
"LARROUDE, MACARENA",2018,3
"LARROUDE, MACARENA",2019,1
"LARRY, JUAN",2017,1
"LARSEN, ANDREW C",2016,1
"LARSEN, THOMAS OSTENFELD",2016,1
"LARSSON, NIKLAS",2018,2
"LARTIGUE, CAROLE",2016,1
"LARTIGUE, CAROLE",2019,3
"LASARTE ARAGONES, GUILLERMO",2018,1
"LASCHAT, SABINE",2018,1
"LASKOWSKI, P R",2018,1
"LASSEN, JESPER",2020,1
"LAST, R L",2016,1
"LASTIRI-PANCARDO, GUSTAVO",2019,1
"LATHBRIDGE, ALEXANDER",2017,1
"LATIMER, LUKE N",2016,1
"LATORRE, YESENIA",2019,1
"LATORRE-PEREZ, ADRIEL",2019,1
"LATVALA, SIIRI",2016,1
"LAU, CIA-HIN",2016,1
"LAU, CIA-HIN",2017,1
"LAU, CIA-HIN",2019,1
"LAUBSCHER, M",2017,1
"LAUERSEN, KYLE J",2018,1
"LAUGEL, BRUNO",2016,1
"LAUKENS, BRAM",2020,1
"LAURENT, JON M",2018,1
"LAURENTI, LUCA",2018,1
"LAURIE, MATTHEW T",2017,1
"LAURING, ADAM S",2016,1
"LAURITSEN, IDA",2017,1
"LAURITSEN, IDA",2018,1
"LAURSEN, TOMAS",2016,1
"LAURSEN, TOMAS",2017,1
"LAURSEN, TOMAS",2018,1
"LAUSTSEN, ANDREAS H",2018,1
"LAUTIE, EMMANUELLE",2019,1
"LAUTIER, THOMAS",2018,1
"LAUTRU, SYLVIE",2019,1
"LAUZON, CAROLYN",2018,1
"LAUZON, DOMINIC",2018,1
"LAVERGNE, THOMAS",2017,1
"LAVICKOVA, BARBORA",2019,1
"LAVICKOVA, BARBORA",2020,1
"LAVIEU, GRÃƒÆ’Ã‚Â©GORY",2016,1
"LAW, JUSTIN",2019,1
"LAW, K",2016,1
"LAW, ROBERT V",2017,2
"LAWENIUS, LINA",2018,1
"LAWRENCE, ANDREW D",2019,1
"LAWRENCE, DAVID R",2018,1
"LAWRENCE, DAVID S",2017,1
"LAWRENCE, DAVID S",2018,1
"LAWRENCE, MICHAEL S",2019,1
"LAWRENZ, MATTHEW B",2019,1
"LAWSON, CAITLIN A",2020,1
"LAWSON, TRACY",2020,1
"LAWSON-WILLIAMS, MAKEBA",2019,1
"LAYTON, DONOVAN S",2019,1
"LAYTON, JESSICA S",2019,1
"LAZAR, ZBIGNIEW",2016,1
"LAZAR, ZBIGNIEW",2018,1
"LAZCANO, ANTONIO",2016,1
"LAZENBATT, CHRISTOPHER",2016,1
"LC DE LOS SANTOS, EMMANUEL",2017,1
"LE BAILLY, BRYDEN A F",2016,1
"LE BOEUF, BERNARD",2017,1
"LE CHEVALIER, FABIEN",2019,1
"LE FEUVRE, ROSALIND A",2018,1
"LE FEUVRE, ROSALIND A",2020,1
"LE NOUÃƒÆ’Ã‚Â«N, CYRIL",2018,1
"LE NOVERE, NICOLAS",2016,1
"LE NOVERE, NICOLAS",2017,1
"LE NOVERE, NICOLAS",2018,2
"LE NOVERE, NICOLAS",2019,1
"LE NOVERE, NICOLAS",2020,1
"LE PEILLET, JEANNE",2019,1
"LE TRONG, ISOLDE",2019,1
"LE VAY, KRISTIAN",2018,1
"LE, CHENXIONG",2018,1
"LE, TUNG S",2019,1
"LEAK, DAVID J",2016,1
"LEAK, DAVID J",2019,1
"LEAKE, DEVIN",2016,1
"LEAL, NICOLE A",2016,1
"LEAL, NICOLE A",2018,2
"LEAMAN, ERIC J",2019,1
"LEARY, DAGMAR",2019,1
"LEASE, RICHARD A",2017,1
"LEA-SMITH, DAVID J",2018,1
"LEA-SMITH, DAVID J",2019,1
"LEAVITT, JOHN M",2016,1
"LEBAR, TINA",2018,2
"LEBAR, TINA",2019,1
"LEBAR, TINA",2020,1
"LEBAUDY, ANNE",2016,1
"LEBEL, FRANCOIS",2016,1
"LEBEN, KATJA",2018,1
"LEBLOND, PIERRE",2016,1
"LEBRUN, VINCENT",2017,1
"LECCA, PAOLA",2019,1
"LECLERE, MICHEL",2018,1
"LECONTE, AARON MORGAN",2020,1
"LECUYER, ERIC",2017,1
"LEDBETTER, MICHAEL P",2018,3
"LEDDY, OWEN",2019,1
"LEDERER, FRANZISKA L",2017,1
"LEDERMAN, SETH",2017,1
"LEDESMA-AMARO, R",2017,1
"LEDESMA-AMARO, R",2018,1
"LEDESMA-AMARO, RODRIGO",2016,3
"LEDESMA-AMARO, RODRIGO",2017,3
"LEDESMA-AMARO, RODRIGO",2018,5
"LEDESMA-AMARO, RODRIGO",2019,3
"LEDESMA-AMARO, RODRIGO",2020,1
"LEDFORD, HEIDI",2016,1
"LEDSGAARD, LINE",2018,1
"LEDUC, MARJORIE",2017,1
"LEDUCQ, JEAN-BAPTISTE",2016,1
"LEE TIN WAH, JONATHAN",2018,1
"LEE, ABRAXA S",2018,2
"LEE, BYEONG SUNG",2016,1
"LEE, CHANG-KWON",2018,1
"LEE, CHANGWOOK",2016,1
"LEE, CHANGYANG",2018,1
"LEE, CHI CHUNG",2017,1
"LEE, CHUN-HEE",2018,1
"LEE, DAE-HEE",2016,1
"LEE, DAE-HEE",2019,3
"LEE, D-J",2016,1
"LEE, DONG KYUNG",2018,1
"LEE, DONG-KYE",2016,1
"LEE, DONGWON",2016,1
"LEE, DONG-WOO",2016,1
"LEE, DONG-YUP",2016,2
"LEE, GYUN MIN",2019,1
"LEE, HAN SIEAN",2016,1
"LEE, HEE-SHEUNG",2017,1
"LEE, HENRY H",2018,1
"LEE, HENRY H",2019,2
"LEE, HEUNG-SHICK",2016,1
"LEE, HONGWEON",2016,1
"LEE, HOO-CHEOL",2019,1
"LEE, HUI LING",2017,1
"LEE, HUI LING",2018,1
"LEE, HYANG-MI",2019,1
"LEE, HYEWON",2019,2
"LEE, HYOSHIN",2018,1
"LEE, HYUN JEONG",2016,1
"LEE, HYUN JEONG",2017,1
"LEE, HYUN SOO",2019,1
"LEE, IVAN",2016,1
"LEE, JAE WOO",2018,1
"LEE, JAMES W",2017,1
"LEE, JAMES W",2018,1
"LEE, JENNIFER",2016,1
"LEE, JEONG IK",2018,1
"LEE, JEONG WOOK",2016,3
"LEE, JEONG WOOK",2017,1
"LEE, JEUNGHOON",2016,1
"LEE, JINGYU",2019,1
"LEE, J-M",2016,1
"LEE, JONG AN",2020,1
"LEE, JOONGOO",2018,1
"LEE, JOO-YOUNG",2016,1
"LEE, JUN HO",2019,1
"LEE, JUN HYOUNG",2018,1
"LEE, JUNG HYUK",2017,1
"LEE, JUNGMIN",2019,1
"LEE, KELVIN H",2020,1
"LEE, KUNJOONG",2019,1
"LEE, KYLE",2018,1
"LEE, KYOUNGHO",2019,1
"LEE, KYUNG JIN",2016,1
"LEE, KYUNGWOO",2020,1
"LEE, LAP MAN",2016,1
"LEE, MATTHEW J",2018,1
"LEE, MATTHEW J",2019,1
"LEE, MYEONG-EUN",2019,1
"LEE, NA JOON",2018,1
"LEE, NAMIL",2019,1
"LEE, NAMIL",2020,1
"LEE, NAYOUNG",2019,1
"LEE, NICHOLAS C O",2017,1
"LEE, NICHOLAS K",2017,1
"LEE, PYUNG CHEON",2019,1
"LEE, ROBERT",2017,1
"LEE, SANG JUN",2016,1
"LEE, SANG JUN",2017,1
"LEE, SANG JUN",2019,1
"LEE, SANG YUP",2016,3
"LEE, SANG YUP",2017,6
